NAC image,http://lroc.sese.asu.edu/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0032/DATA/ESM3/2017246/NAC/M1259058367LE.IMG,,,,
,,,,,
Crater name,Zi Wei,,,,
Crater diameter,450 <m>,,,,
,,,,,
Crater center,LAT,LON,,,
,44.12,-19.53,,,
,,,,,
Total count area ,2.9 <km^2>,,,,
,,,,,
BOULDER_DIAM_km,BOULDER_DIAM_m,LON,LAT,DISTANCE_m,DISTANCE_CRATER_RADII
0.002187914,2.187914221,-19.522316,44.11334239,262.1197696,0.164976754
0.002582241,2.582240847,-19.52161064,44.1144607,248.0737499,0.10255
0.003221632,3.221631646,-19.53040272,44.10931212,324.136263,0.440605614
0.002385754,2.385753505,-19.52170478,44.12541269,243.9592169,0.084263186
0.003471453,3.471453164,-19.52561772,44.12603365,206.2873631,-0.083167275
0.00238695,2.386950378,-19.5273892,44.12590059,187.6909389,-0.165818049
0.003660012,3.660011804,-19.52735976,44.12448707,147.6691144,-0.343692825
0.002073376,2.073376267,-19.5251313,44.12702253,237.8060794,0.056915908
0.002064601,2.064601138,-19.5542618,44.11566233,544.1720192,1.418542308
0.002186914,2.186913584,-19.51530592,44.12730727,389.0148631,0.728954947
0.001776484,1.77648398,-19.52140874,44.11302406,282.2949929,0.254644413
0.002555516,2.555516355,-19.5209572,44.11290241,291.6092994,0.296041331
0.002509814,2.509814104,-19.53632123,44.12226835,153.8004785,-0.316442318
0.002402032,2.402032019,-19.53483208,44.1237348,154.5273352,-0.313211844
0.002514205,2.514205173,-19.5361268,44.12012073,133.3914691,-0.407149026
0.002240997,2.240996699,-19.53667525,44.12029349,145.5493998,-0.353113779
0.002082584,2.082583946,-19.53395249,44.12540964,185.1892333,-0.176936741
0.002892302,2.892301645,-19.53921129,44.12603605,271.4227204,0.206323202
0.002217336,2.217336017,-19.53935305,44.12660539,285.5364936,0.269051083
0.00244795,2.447950161,-19.53890725,44.12655013,277.5024568,0.233344253
0.005667579,5.667578682,-19.52848289,44.12794328,243.0642076,0.080285367
0.002466948,2.466947615,-19.51820213,44.12899571,374.5565388,0.664695728
0.002382925,2.382925162,-19.5188701,44.1295913,378.4354651,0.6819354
0.002452391,2.45239138,-19.51835839,44.13238907,453.043897,1.013528431
0.002054394,2.054393761,-19.51583619,44.13077923,449.2150069,0.996511142
0.001755723,1.755723394,-19.5157365,44.130774,450.5912649,1.002627844
0.002081784,2.081783523,-19.51489372,44.13051834,457.9866497,1.035496221
0.001826473,1.826473182,-19.52611393,44.13005735,316.4128949,0.406279533
0.002208973,2.20897302,-19.517725,44.11482975,309.7464617,0.376650941
0.006431585,6.431584754,-19.51921123,44.11443638,289.1134752,0.284948778
